2015, Barcelona ,15832
2015, Hospitalet de Llobregat,20336
2015, Badalona ,10182
2015, Terrassa ,3067
2015, Sabadell ,5499
2015, Lleida ,653
2015, Tarragona ,2268
2010, Barcelona ,15977
2010, Hospitalet de Llobregat,20800
2010, Badalona ,10300
2010, Terrassa ,3032
2010, Sabadell ,5480
2010, Lleida ,647
2010, Tarragona ,2149
